ID	X1	X2	ROW	COL
308	1	1	15	14
309	1	1	15	15
310	1	1	15	16
311	1	1	15	17
312	1	1	15	18
313	1	1	15	19
314	1	1	15	20
315	1	1	15	21
316	1	1	16	1
317	1	1	16	2
318	1	1	16	3
319	1	1	16	4
320	1	1	16	5
321	1	1	16	6
322	1	1	16	7
323	1	1	16	8
324	1	1	16	9
325	1	1	16	10
326	1	1	16	11
327	1	1	16	12
328	1	1	16	13
329	1	1	16	14
330	1	1	16	15
331	1	1	16	16
332	1	1	16	17
333	1	1	16	18
334	1	1	16	19
335	1	1	16	20
336	1	1	16	21
337	1	1	17	1
338	1	1	17	2
339	1	1	17	3
340	1	1	17	4
341	1	1	17	5
342	1	1	17	6
343	1	1	17	7
344	1	1	17	8
345	1	1	17	9
346	1	1	17	10
347	1	1	17	11
348	1	1	17	12
349	1	1	17	13
350	1	1	17	14
351	1	1	17	15
352	1	1	17	16
353	1	1	17	17
354	1	1	17	18
355	1	1	17	19
356	1	1	17	20
357	1	1	17	21
358	1	1	18	1
359	1	1	18	2
360	1	1	18	3
361	1	1	18	4
362	1	1	18	5
363	1	1	18	6
364	1	1	18	7
365	1	1	18	8
366	1	1	18	9
367	1	1	18	10
368	1	1	18	11
369	1	1	18	12
370	1	1	18	13
371	1	1	18	14
372	1	1	18	15
373	1	1	18	16
374	1	1	18	17
375	1	1	18	18
376	1	1	18	19
377	1	1	18	20
378	1	1	18	21
379	1	1	19	1
380	1	1	19	2
381	1	1	19	3
382	1	1	19	4
383	1	1	19	5
384	1	1	19	6
385	1	1	19	7
386	1	1	19	8
387	1	1	19	9
388	1	1	19	10
389	1	1	19	11
390	1	1	19	12
391	1	1	19	13
392	1	1	19	14
393	1	1	19	15
394	1	1	19	16
395	1	1	19	17
396	1	1	19	18
397	1	1	19	19
398	1	1	19	20
399	1	1	19	21
400	1	2	1	1
401	1	2	1	2
402	1	2	1	3
403	1	2	1	4
404	1	2	1	5
405	1	2	1	6
406	1	2	1	7
407	1	2	1	8
408	1	2	1	9
409	1	2	1	10
410	1	2	1	11
411	1	2	1	12
412	1	2	1	13
413	1	2	1	14
414	1	2	1	15
415	1	2	1	16
416	1	2	1	17
417	1	2	1	18
418	1	2	1	19
419	1	2	1	20
420	1	2	1	21
421	1	2	2	1
422	1	2	2	2
423	1	2	2	3
424	1	2	2	4
425	1	2	2	5
426	1	2	2	6
427	1	2	2	7
428	1	2	2	8
429	1	2	2	9
430	1	2	2	10
431	1	2	2	11
432	1	2	2	12
433	1	2	2	13
434	1	2	2	14
435	1	2	2	15
436	1	2	2	16
437	1	2	2	17
438	1	2	2	18
439	1	2	2	19
440	1	2	2	20
441	1	2	2	21
442	1	2	3	1
443	1	2	3	2
444	1	2	3	3
445	1	2	3	4
446	1	2	3	5
447	1	2	3	6
448	1	2	3	7
449	1	2	3	8
450	1	2	3	9
451	1	2	3	10
452	1	2	3	11
